¼±¼ö¸í,Æ÷Áö¼Ç,scoring,assist,shooting,shootontarget,insidepashoot,outsidepashoot,freekick,cornerkick,throwin,dribble,keypass,forwardpass,backpass,lateralpass,attackareapass,defensiveareapass,centerareapass,longpass,middistancepass,shortpass,cross,offpressure,groundduel,airduel,tackle,clearing,intercept,block,acquisition,block,miss,foul,fouled
½Å±¤ÈÆ,0,0,0.000759013283,0.00303605313,0,0,0.00303605313,0.0129032258,0,0.0607210626,0.00189753321,0.0045540797,0.223529412,0.0971537002,0.248956357,0.10626186,0.125237192,0.338899431,0.0690702087,0.208349146,0.292220114,0.0265654649,0.00379506641,0.0235294118,0.0318785579,0.025426945,0.0330170778,0.0311195446,0.0246679317,0.0660341556,0.0163187856,0.00417457306,0.0185958254,0.0121442125
Àü¼º¼ö,1,0.00214822771,0,0.0171858217,0.0096670247,0.0096670247,0.00751879699,0,0,0.00322234157,0.0182599356,0.00859291085,0.0644468314,0.0859291085,0.0687432868,0.0923737916,0.0161117078,0.110633727,0.00429645542,0.0537056928,0.161117078,0.0107411386,0.00537056928,0.0365198711,0.0784103115,0.0107411386,0.015037594,0.00644468314,0.0107411386,0.0418904404,0.00859291085,0.015037594,0.0118152524,0.0128893663
Á¤ÀçÀ±,1,0.00598802395,0,0.0119760479,0.00598802395,0.0119760479,0,0,0,0,0.0179640719,0.00598802395,0.0359281437,0.0778443114,0.101796407,0.0658682635,0.0239520958,0.125748503,0.0239520958,0.0538922156,0.137724551,0,0,0.0598802395,0.0598802395,0.0239520958,0.0119760479,0.0119760479,0.0179640719,0.0538922156,0.0179640719,0.00598802395,0.0119760479,0.0179640719
¾ÈÁø¹ü,1,0,0.00125,0.00125,0,0,0.00125,0.01,0.005,0.00375,0.005,0.00875,0.17875,0.10875,0.175,0.08375,0.045,0.33375,0.06375,0.1825,0.21625,0.0275,0.0075,0.01375,0.035,0.02375,0.01125,0.015,0.02,0.07375,0.01625,0.00625,0.0175,0.02375
È«Ã¶,1,0,0.000474158369,0.00474158369,0.000474158369,0.00189663348,0.00284495021,0.0104314841,0.00426742532,0.0986249407,0.0061640588,0.00521574206,0.178757705,0.0957799905,0.122807018,0.0900900901,0.110004742,0.197249881,0.0516832622,0.135135135,0.210526316,0.0336652442,0.00189663348,0.0237079184,0.0156472262,0.0184921764,0.0355618777,0.0374585111,0.0208629682,0.0535798957,0.0241820768,0.00900900901,0.00995732575,0.0075865339
Á¶ÁöÈÆ,1,0,0,0.00462962963,0.00462962963,0,0.00462962963,0.0138888889,0,0.00462962963,0,0,0.189814815,0.101851852,0.398148148,0.0509259259,0.347222222,0.291666667,0.101851852,0.37037037,0.217592593,0.00925925926,0,0.0138888889,0.037037037,0.0138888889,0.0601851852,0.037037037,0.00925925926,0.0324074074,0.0138888889,0.00462962963,0.00462962963,0.00462962963
ÄÉÀÌÅ¸,1,0,0,0.00213219616,0.000710732054,0.000710732054,0.00142146411,0.00213219616,0.000710732054,0.0888415068,0.0177683014,0.00355366027,0.149964463,0.0888415068,0.10732054,0.091684435,0.0760483298,0.178393746,0.0305614783,0.126510306,0.189054726,0.0255863539,0.00284292822,0.0355366027,0.0291400142,0.0341151386,0.0291400142,0.0326936745,0.0405117271,0.0589907605,0.0419331912,0.00497512438,0.0241648898,0.0234541578
±è¿ì¼®,0,0,0.00201612903,0.0060483871,0,0,0.0060483871,0.0141129032,0,0.00806451613,0,0.00403225806,0.155241935,0.0141129032,0.149193548,0.0262096774,0.137096774,0.155241935,0.0927419355,0.108870968,0.116935484,0.0100806452,0.00403225806,0.0302419355,0.0463709677,0.0120967742,0.0383064516,0.0564516129,0.0282258065,0.0504032258,0.0262096774,0.0060483871,0.0120967742,0.0100806452
È²Àç¿ø,1,0.000344115623,0.00103234687,0.00481761872,0.00103234687,0.00412938747,0.000688231246,0.00103234687,0.000344115623,0.0701995871,0.0120440468,0.00722642808,0.162078458,0.0763936683,0.11871989,0.108740537,0.0691672402,0.17928424,0.033723331,0.113558156,0.20991053,0.026496903,0.00344115623,0.0233998624,0.0313145217,0.023743978,0.0261527873,0.0361321404,0.0233998624,0.0619408121,0.0233998624,0.00619408121,0.0144528562,0.00894700619
ÄÉÀÌÁö·Î,1,0,0,0.0135135135,0.00386100386,0.00965250965,0.00386100386,0.00193050193,0.00193050193,0.00965250965,0.00579150579,0.00772200772,0.0791505792,0.0945945946,0.198841699,0.138996139,0.0173745174,0.216216216,0.0212355212,0.113899614,0.237451737,0.0173745174,0.00193050193,0.0250965251,0.0173745174,0.0250965251,0.0115830116,0.0115830116,0.0193050193,0.028957529,0.0154440154,0.00772200772,0.0154440154,0.00193050193
¼¼Â¡¾ß,2,0.00467836257,0.00233918129,0.0378167641,0.0136452242,0.0109161793,0.0269005848,0.0401559454,0.0346978558,0.00467836257,0.0144249513,0.0261208577,0.130994152,0.0927875244,0.165692008,0.140740741,0.0113060429,0.237426901,0.0682261209,0.103703704,0.21754386,0.0814814815,0.00662768031,0.0253411306,0.032748538,0.0198830409,0.00350877193,0.0101364522,0.00506822612,0.053411306,0.00935672515,0.0136452242,0.00779727096,0.0276803119
¿¡µå°¡,2,0.00280898876,0,0.0365168539,0.00842696629,0.0308988764,0.00561797753,0,0,0,0.00842696629,0.0168539326,0.0842696629,0.095505618,0.095505618,0.103932584,0.00561797753,0.165730337,0.00561797753,0.0561797753,0.213483146,0.00280898876,0.00561797753,0.0449438202,0.191011236,0.00561797753,0.0252808989,0.00280898876,0.0140449438,0.0449438202,0.00280898876,0.00561797753,0.0393258427,0.0196629213
È²Çö¼ö,0,0,0,0.00205761317,0,0,0.00205761317,0.0102880658,0,0,0,0.00205761317,0.290123457,0.0967078189,0.384773663,0.00823045267,0.327160494,0.436213992,0.0987654321,0.358024691,0.314814815,0,0,0.0288065844,0.0761316872,0.0226337449,0.0699588477,0.0802469136,0.0144032922,0.0308641975,0.037037037,0.00205761317,0.00617283951,0.00205761317
¹Úº´Çö,0,0,0,0.00132802125,0.00132802125,0.00132802125,0,0.0119521912,0,0.00132802125,0.0026560425,0,0.176626826,0.0332005312,0.0770252324,0.0026560425,0.102257636,0.181938911,0.0491367862,0.130146082,0.107569721,0,0.00132802125,0.026560425,0.0544488712,0.0225763612,0.0544488712,0.0292164675,0.0292164675,0.0305444887,0.0411686587,0.0026560425,0.0185922975,0.00398406375
ÀÌ¿ø¿ì,0,0,0,0,0,0,0,0.0322580645,0,0,0.0107526882,0.0107526882,0.129032258,0.0322580645,0.0752688172,0.0322580645,0.0752688172,0.129032258,0.0537634409,0.064516129,0.11827957,0.0107526882,0,0.0752688172,0.0430107527,0.0430107527,0.0537634409,0.0537634409,0.0430107527,0.0215053763,0.0430107527,0.0107526882,0.0107526882,0
±èÈñ½Â,1,0,0,0.00947867299,0.00473933649,0,0.00947867299,0,0,0.00473933649,0.00157977883,0.00473933649,0.110584518,0.083728278,0.165876777,0.0821484992,0.0379146919,0.240126382,0.0347551343,0.127962085,0.197472354,0.00789889415,0.00157977883,0.028436019,0.0300157978,0.0552922591,0.0221169036,0.0363349131,0.0363349131,0.0884676145,0.0221169036,0.00631911532,0.0315955766,0.00947867299
¶ó¸¶½º,1,0.00181928441,0.000606428138,0.0169799879,0.00485142511,0.00545785324,0.0115221346,0.0157671316,0.00545785324,0.000606428138,0.00848999394,0.0103092784,0.25409339,0.103092784,0.160703457,0.124924196,0.0588235294,0.334141904,0.0927835052,0.174651304,0.250454821,0.017586416,0.00727713766,0.0291085506,0.0254699818,0.0248635537,0.00485142511,0.0200121286,0.0206185567,0.0842935112,0.0187992723,0.00970285021,0.00909642207,0.0109157065
È«Á¤¿î,0,0.00092506938,0,0.00370027752,0.00185013876,0.00370027752,0,0.0129509713,0,0.00092506938,0,0.00185013876,0.130434783,0.0185013876,0.139685476,0.0101757632,0.122109158,0.156336725,0.0610545791,0.121646623,0.105920444,0,0,0.0342275671,0.0504162812,0.0203515264,0.0726179463,0.05226642,0.0342275671,0.0296022202,0.0337650324,0.00138760407,0.0092506938,0.00231267345
Á¤ÇÑ¹Î,1,0.00230414747,0,0.0195852535,0.00806451613,0.0126728111,0.0069124424,0,0,0.00576036866,0.00460829493,0.00576036866,0.0599078341,0.125576037,0.15437788,0.153225806,0.0264976959,0.160138249,0.0138248848,0.100230415,0.225806452,0.0184331797,0.0034562212,0.0253456221,0.0288018433,0.0253456221,0.00115207373,0.017281106,0.0103686636,0.0334101382,0.0218894009,0.00460829493,0.0126728111,0.0034562212
È²ÀÎ¹ü,1,0,0,0.0122807018,0.00877192982,0.00350877193,0.00877192982,0.0140350877,0.0245614035,0.00526315789,0.00701754386,0.00877192982,0.263157895,0.224561404,0.29122807,0.257894737,0.105263158,0.415789474,0.0859649123,0.222807018,0.470175439,0.050877193,0.00526315789,0.0280701754,0.0192982456,0.0192982456,0.00350877193,0.0245614035,0.00877192982,0.0666666667,0.0228070175,0.0122807018,0.0105263158,0.00877192982
Á¤¿øÁø,1,0,0,0.0508474576,0.0338983051,0,0.0508474576,0.0169491525,0,0,0,0,0.203389831,0.237288136,0.288135593,0.169491525,0.101694915,0.457627119,0.0677966102,0.288135593,0.372881356,0.0169491525,0.0508474576,0.0677966102,0,0.0338983051,0,0.0338983051,0,0.118644068,0,0,0,0.0338983051
ÀÌÁø¿ë,1,0,0,0.00584339696,0.000779119595,0.00194779899,0.00389559797,0.000779119595,0,0.000389559797,0.00272691858,0.00506427737,0.117647059,0.0440202571,0.116478379,0.0479158551,0.0475262953,0.182703545,0.0264900662,0.0958317102,0.155823919,0.00662251656,0.00116867939,0.0253213868,0.0272691858,0.0467471757,0.0190884301,0.0299961044,0.034670822,0.0740163615,0.0253213868,0.00233735878,0.0257109466,0.0140241527
ÀÓ¹ÎÇõ,1,0,0,0.0105540897,0,0.00791556728,0.00263852243,0.00527704485,0.018469657,0.00791556728,0.0105540897,0.00791556728,0.166226913,0.113456464,0.229551451,0.187335092,0.0606860158,0.26121372,0.0501319261,0.150395778,0.308707124,0.0580474934,0.00791556728,0.0316622691,0.018469657,0.0263852243,0.0105540897,0.0237467018,0.0290237467,0.0448548813,0.0211081794,0.0131926121,0.0211081794,0.0105540897
º¥,1,0,0,0.0294117647,0,0.0147058824,0.0147058824,0.0147058824,0,0.0294117647,0,0.0147058824,0.117647059,0.220588235,0.279411765,0.279411765,0.0735294118,0.264705882,0.0294117647,0.205882353,0.382352941,0.0147058824,0,0,0.0147058824,0.0147058824,0,0.0294117647,0,0.0147058824,0,0,0.0294117647,0.0147058824
¹é»óÈÆ,1,0,0,0.00519480519,0.0025974026,0.00519480519,0,0,0,0.00779220779,0.0155844156,0.00519480519,0.153246753,0.150649351,0.181818182,0.0987012987,0.0675324675,0.319480519,0.0233766234,0.179220779,0.283116883,0.00779220779,0.00519480519,0.0207792208,0.0181818182,0.0311688312,0.00779220779,0.0207792208,0.0363636364,0.0727272727,0.0103896104,0.012987013,0.025974026,0.0285714286
±â¼º¿ë,1,0,0.000326690624,0.0120875531,0.00163345312,0.00163345312,0.0104541,0.046063378,0.00882064685,0.00392028749,0.00228683437,0.00849395622,0.294021562,0.161385168,0.504410323,0.160405096,0.183600131,0.615811826,0.150277687,0.384841555,0.424697811,0.0300555374,0.00359359686,0.0140476968,0.0150277687,0.0169879124,0.0228683437,0.038222803,0.0163345312,0.0503103561,0.0173146031,0.00457366874,0.00784057498,0.00849395622
Àå¼º¿ø,1,0,0.00187793427,0.00375586854,0.00187793427,0.00281690141,0.000938967136,0.000938967136,0,0.0929577465,0.0122065728,0.00563380282,0.138967136,0.0741784038,0.128638498,0.117370892,0.0863849765,0.138028169,0.0244131455,0.0995305164,0.217840376,0.0291079812,0.00187793427,0.0178403756,0.0197183099,0.0328638498,0.0253521127,0.0187793427,0.0319248826,0.0328638498,0.0244131455,0.00657276995,0.014084507,0.0131455399
°í¿äÇÑ,1,0,0.00339558574,0.00509337861,0.00169779287,0.00509337861,0,0,0.00169779287,0.0101867572,0.00848896435,0.013582343,0.208828523,0.198641766,0.190152801,0.196943973,0.0577249576,0.34295416,0.025466893,0.140916808,0.431239389,0.0203735144,0.0118845501,0.0237691002,0.0118845501,0.0152801358,0.0186757216,0.0118845501,0.0118845501,0.0814940577,0.00848896435,0.0118845501,0.00848896435,0.0220713073
Á¶Áø¿ì,0,0.000917010546,0.000458505273,0.00412654746,0.00137551582,0.00320953691,0.000917010546,0.00641907382,0,0.00229252636,0.00137551582,0.00137551582,0.140302613,0.0298028427,0.169646951,0.0110041265,0.141678129,0.187070151,0.0696928015,0.157725814,0.112333792,0.000917010546,0,0.0293443375,0.0628152224,0.0192572215,0.0683172856,0.045392022,0.0220082531,0.0339293902,0.0343878955,0.00412654746,0.00917010546,0.00687757909
È÷Ä«¸£µµ,0,0,0,0,0,0,0,0.0515463918,0,0.0103092784,0,0,0.371134021,0.18556701,0.536082474,0,0.536082474,0.556701031,0.134020619,0.649484536,0.309278351,0,0,0.0412371134,0.0618556701,0.0309278351,0.0618556701,0.0927835052,0.0515463918,0.0309278351,0.0618556701,0.0103092784,0.0103092784,0.0103092784
ÀÌ¿ë·¡,1,0,0.000725163162,0.00145032632,0,0,0.00145032632,0.00362581581,0,0,0.000725163162,0.00435097897,0.15373459,0.0500362582,0.137781001,0.0442349529,0.0464104423,0.250906454,0.0369833212,0.14213198,0.162436548,0.00870195794,0,0.022480058,0.00580130529,0.0340826686,0.0232052212,0.0333575054,0.0108774474,0.0565627266,0.0159535896,0.00217548949,0.018129079,0.00507614213
±è±âÈñ,0,0,0.000743494424,0.00371747212,0,0.0029739777,0.000743494424,0.0230483271,0,0.000743494424,0.000743494424,0.00371747212,0.249814126,0.0312267658,0.388847584,0.0133828996,0.246840149,0.409665428,0.166542751,0.307806691,0.195539033,0.00669144981,0.00223048327,0.0260223048,0.0572490706,0.0215613383,0.0669144981,0.049070632,0.0223048327,0.0237918216,0.0171003717,0.000743494424,0.00743494424,0.00594795539
¿ÀÈÄ¼º,2,0.00460829493,0,0.0184331797,0.00460829493,0.0138248848,0.00460829493,0,0.00460829493,0,0.0368663594,0.0138248848,0.0552995392,0.0921658986,0.138248848,0.147465438,0,0.138248848,0.00460829493,0.0875576037,0.193548387,0.0276497696,0.0138248848,0.0276497696,0.0552995392,0.0460829493,0,0.0138248848,0.0230414747,0.064516129,0,0.0184331797,0.0138248848,0.0230414747
¹ß»þ,2,0.00327868852,0,0.0278688525,0.0196721311,0.0213114754,0.00655737705,0,0,0,0.0180327869,0.00327868852,0.0557377049,0.062295082,0.0770491803,0.062295082,0.00491803279,0.127868852,0.0213114754,0.0344262295,0.139344262,0.00819672131,0.00655737705,0.0557377049,0.121311475,0.0114754098,0.00983606557,0.00655737705,0.00491803279,0.031147541,0.00491803279,0.0213114754,0.0213114754,0.00983606557
°ûÀ±È£,0,0,0.00050942435,0.0010188487,0.0010188487,0.0010188487,0,0.0106979114,0,0.0010188487,0,0.00050942435,0.185939888,0.0315843097,0.198166072,0.0030565461,0.204279165,0.208354559,0.0723382578,0.170657157,0.172694855,0,0,0.0356597045,0.049414162,0.0219052471,0.100866021,0.0534895568,0.0275089149,0.0300560367,0.0275089149,0.00254712175,0.00764136526,0.0183392766
±èµ¿¿ì1,0,0.000881834215,0,0.00176366843,0.00176366843,0.00176366843,0,0.0211640212,0,0.00176366843,0.000881834215,0.00176366843,0.267195767,0.0220458554,0.192239859,0.0141093474,0.191358025,0.276014109,0.0899470899,0.231922399,0.159611993,0.000881834215,0.00352733686,0.0343915344,0.0626102293,0.0202821869,0.069664903,0.0476190476,0.0114638448,0.044973545,0.0361552028,0.000881834215,0.00793650794,0.00264550265
Àè½¼,0,0.00111296605,0.000556483027,0.00278241514,0.00222593211,0.00222593211,0.000556483027,0.0233722871,0,0.000556483027,0.00111296605,0.00222593211,0.303839733,0.0300500835,0.19309961,0.00667779633,0.225932109,0.294379521,0.102392877,0.212020033,0.212576516,0.00111296605,0.000556483027,0.0250417362,0.0678909293,0.0105731775,0.081246522,0.0439621592,0.0272676683,0.0439621592,0.0278241514,0.00111296605,0.00723427935,0.00389538119
°­ÁØ¸ð,1,0,0,0.0277777778,0,0,0.0277777778,0,0,0,0,0,0.138888889,0.0555555556,0.0833333333,0.111111111,0,0.166666667,0,0.0833333333,0.194444444,0,0,0.0277777778,0.0833333333,0.0277777778,0.0277777778,0,0,0.0833333333,0.0555555556,0,0.0277777778,0
´Ï½Ç¶ó,1,0.00189214759,0.00189214759,0.0151371807,0.00567644276,0.00662251656,0.00851466414,0.0189214759,0.0312204352,0.00283822138,0.00567644276,0.0113528855,0.114474929,0.0993377483,0.114474929,0.0775780511,0.0378429518,0.212866604,0.0350047304,0.0908230842,0.202459792,0.0558183538,0.00473036897,0.0359508042,0.032166509,0.0283822138,0.00662251656,0.0170293283,0.0227057711,0.0633869442,0.0236518448,0.00756859035,0.0141911069,0.0151371807
¹«¸±·Î,1,0.000652741514,0.00326370757,0.0182767624,0.00652741514,0.00587467363,0.0124020888,0.0287206266,0.0293733681,0.00130548303,0.0045691906,0.0156657963,0.110313316,0.114229765,0.199086162,0.130548303,0.0287206266,0.264360313,0.0404699739,0.108355091,0.274804178,0.0548302872,0.00261096606,0.0143603133,0.0254569191,0.0202349869,0.00718015666,0.0137075718,0.00848563969,0.0652741514,0.0104438642,0.00979112272,0.0110966057,0.02154047
ÀÌ±âÇõ,1,0,0.00154320988,0.0138888889,0.00617283951,0.00462962963,0.00925925926,0.00154320988,0,0.00771604938,0.00771604938,0.00462962963,0.104938272,0.101851852,0.145061728,0.101851852,0.0555555556,0.194444444,0.0385802469,0.0725308642,0.240740741,0.0108024691,0.0138888889,0.0200617284,0.0632716049,0.0385802469,0.024691358,0.0154320988,0.0293209877,0.0586419753,0.0339506173,0.012345679,0.0200617284,0.0216049383
ÀåÇõÁø,1,0.000919963201,0.000919963201,0.00827966881,0.0027598896,0.0018399264,0.00643974241,0.0119595216,0.00919963201,0,0.00367985281,0.00643974241,0.175712971,0.139834407,0.20699172,0.0947562098,0.0717571297,0.356025759,0.0423183073,0.166513339,0.313707452,0.02299908,0.00459981601,0.0211591536,0.02299908,0.0340386385,0.0165593376,0.0377184913,0.0147194112,0.100275989,0.0248390064,0.00643974241,0.013799448,0.0266789328
Á¤Àç¿ë,1,0.00229673863,0.000918695452,0.0133210841,0.00413412954,0.00413412954,0.00918695452,0.0142397795,0,0.00275608636,0.000918695452,0.00505282499,0.188332568,0.0730362885,0.236564079,0.058796509,0.0886541112,0.350482315,0.0831419384,0.190629306,0.22416169,0.00643086817,0.00137804318,0.0160771704,0.0399632522,0.0229673863,0.018373909,0.0353697749,0.0179145613,0.0725769407,0.0271015158,0.00734956362,0.00780891135,0.00643086817
±è½ÂÁØ,2,0.00333111259,0.00133244504,0.0139906729,0.0073284477,0.00932711526,0.00466355763,0.000666222518,0.000666222518,0.00133244504,0.00666222518,0.00866089274,0.0473017988,0.107261825,0.0846102598,0.0986009327,0.0266489007,0.113924051,0.00532978015,0.0512991339,0.18254497,0.0126582278,0,0.0239840107,0.0339773484,0.0106595603,0.00599600266,0.0106595603,0.00866089274,0.037308461,0.0146568954,0.0113257828,0.00599600266,0.00866089274
±èÇö,2,0.00456621005,0.000570776256,0.0256849315,0.00970319635,0.0176940639,0.00799086758,0.000570776256,0.000570776256,0,0.00114155251,0.0102739726,0.101027397,0.0650684932,0.0890410959,0.0901826484,0.0136986301,0.151255708,0.0136986301,0.0633561644,0.178082192,0.00171232877,0.00171232877,0.0393835616,0.171803653,0.00399543379,0.0159817352,0.00856164384,0.0108447489,0.0353881279,0.00856164384,0.0051369863,0.0159817352,0.0131278539
¶ó½º,2,0.00310077519,0.00271317829,0.0341085271,0.0124031008,0.0236434109,0.0104651163,0.000387596899,0,0,0.0127906977,0.0127906977,0.0848837209,0.0488372093,0.118992248,0.130232558,0.00310077519,0.119379845,0.00891472868,0.0585271318,0.185271318,0.00813953488,0.0015503876,0.0492248062,0.187984496,0.00426356589,0.0120155039,0.00697674419,0.00542635659,0.042248062,0.00968992248,0.0112403101,0.00813953488,0.00775193798
¹Ú»ó¸í,2,0,0.00523560209,0.0104712042,0.00523560209,0.0104712042,0,0,0,0,0.0209424084,0.00523560209,0.057591623,0.0523560209,0.0785340314,0.0942408377,0.0261780105,0.0680628272,0.00523560209,0.0418848168,0.141361257,0.0314136126,0.00523560209,0.0314136126,0.0418848168,0.0157068063,0.00523560209,0.00523560209,0,0.0523560209,0.0471204188,0.0104712042,0.0157068063,0.0314136126
¾çµ¿Çö,2,0,0,0.0126582278,0,0.0126582278,0,0,0,0.00421940928,0.00421940928,0.00843881857,0.101265823,0.101265823,0.0717299578,0.0843881857,0.0168776371,0.172995781,0.00843881857,0.05907173,0.206751055,0.0168776371,0.00421940928,0.0210970464,0.113924051,0,0.0168776371,0.00843881857,0.0126582278,0.029535865,0.0126582278,0.0126582278,0.0253164557,0.0126582278
ÀÌ¿µÁØ,2,0.0023923445,0.0023923445,0.023923445,0.004784689,0.014354067,0.00956937799,0,0,0,0.0023923445,0.014354067,0.0550239234,0.0956937799,0.0933014354,0.0980861244,0.00717703349,0.138755981,0.00717703349,0.0502392344,0.186602871,0.00956937799,0.004784689,0.0789473684,0.145933014,0.0311004785,0.00717703349,0.00956937799,0.0119617225,0.0311004785,0.0167464115,0.023923445,0.0167464115,0.0119617225
±è·û¼º,0,0,0,0,0,0,0,0,0,0.0840336134,0.012605042,0.00420168067,0.168067227,0.100840336,0.319327731,0.0882352941,0.210084034,0.289915966,0.0882352941,0.205882353,0.294117647,0.0336134454,0.00840336134,0.0168067227,0.0168067227,0.0210084034,0.0336134454,0.0546218487,0.012605042,0.025210084,0.0378151261,0.00840336134,0.012605042,0.0210084034
¹ÚÁö¼ö,0,0.000408830744,0.000408830744,0.00327064595,0.000817661488,0.00286181521,0.000408830744,0.0282093213,0,0.00122649223,0.00245298446,0.00286181521,0.334014718,0.0261651676,0.369582993,0.0155355683,0.312346688,0.401880621,0.179476697,0.31316435,0.237121832,0.00286181521,0.000408830744,0.0253475061,0.0556009812,0.0233033524,0.0592804579,0.0449713818,0.0257563369,0.031888798,0.0282093213,0.00163532298,0.00654129191,0.0110384301
¼ÛÁÖÈÆ,0,0,0,0.00260869565,0,0.000869565217,0.00173913043,0.0182608696,0,0.0147826087,0.00260869565,0.000869565217,0.266956522,0.0634782609,0.300869565,0.0208695652,0.239130435,0.371304348,0.0947826087,0.30173913,0.234782609,0.00347826087,0.00347826087,0.0156521739,0.0617391304,0.0156521739,0.0591304348,0.0486956522,0.0252173913,0.0339130435,0.0286956522,0.00608695652,0.00608695652,0.00956521739
ÀÌÀ¯Çö,0,0,0,0.011002445,0.00611246944,0.00122249389,0.0097799511,0.0097799511,0,0.101466993,0.00488997555,0.00366748166,0.275061125,0.226161369,0.292176039,0.183374083,0.161369193,0.448655257,0.0464547677,0.234718826,0.512224939,0.0281173594,0.00366748166,0.0232273839,0.0281173594,0.011002445,0.0268948655,0.0342298289,0.0256723716,0.0525672372,0.0244498778,0.00855745721,0.0134474328,0.00733496333
ÀÓ½Â°â,0,0,0,0,0,0,0,0.0205128205,0,0.00256410256,0,0.00128205128,0.18974359,0.0269230769,0.48974359,0.00512820513,0.317948718,0.383333333,0.166666667,0.324358974,0.215384615,0.00128205128,0,0.0230769231,0.0435897436,0.0102564103,0.041025641,0.0435897436,0.0192307692,0.0358974359,0.0205128205,0,0.00641025641,0.00128205128
Á¤µ¿À±,0,0,0,0.00460829493,0.00153609831,0.00460829493,0,0.00614439324,0,0.089093702,0.0107526882,0.00460829493,0.299539171,0.130568356,0.178187404,0.173579109,0.0844854071,0.350230415,0.0368663594,0.192012289,0.379416283,0.0430107527,0.00153609831,0.0291858679,0.019969278,0.019969278,0.0322580645,0.024577573,0.0184331797,0.0307219662,0.0153609831,0.00307219662,0.0153609831,0.0107526882
ÃÖº´Âù,0,0,0,0.00279329609,0,0,0.00279329609,0.00279329609,0,0.0670391061,0.00558659218,0,0.217877095,0.209497207,0.363128492,0.187150838,0.167597765,0.43575419,0.0586592179,0.231843575,0.5,0.030726257,0.00558659218,0.0251396648,0.0446927374,0.00279329609,0.030726257,0.0391061453,0.0223463687,0.0474860335,0.0139664804,0.00837988827,0.0195530726,0.00558659218
±ÇÇõ±Ô,1,0,0,0.00558213716,0.000797448166,0,0.00558213716,0.00558213716,0,0.00159489633,0.004784689,0.0023923445,0.165869219,0.0717703349,0.263157895,0.0390749601,0.102870813,0.358851675,0.0622009569,0.205741627,0.232854864,0.00318979266,0.004784689,0.0295055821,0.038277512,0.0438596491,0.0271132376,0.0406698565,0.0318979266,0.0574162679,0.038277512,0.0023923445,0.014354067,0.0111642743
±èÁØ¹ü,1,0.00230414747,0.00115207373,0.017281106,0.00576036866,0.0126728111,0.00460829493,0.0034562212,0.00230414747,0.00230414747,0.00921658986,0.0115207373,0.127880184,0.122119816,0.238479263,0.16359447,0.0334101382,0.291474654,0.0368663594,0.118663594,0.332949309,0.0184331797,0.00230414747,0.0253456221,0.0241935484,0.0311059908,0.00921658986,0.0138248848,0.0138248848,0.0552995392,0.0184331797,0.0138248848,0.0126728111,0.00921658986
¹®ÁöÈ¯,1,0,0,0.00265721878,0,0.000885739593,0.00177147919,0.00620017715,0,0.000885739593,0.00177147919,0.00265721878,0.201948627,0.117803366,0.356953056,0.0566873339,0.170062002,0.449955713,0.091231178,0.295837024,0.289636847,0.000885739593,0.000885739593,0.0186005314,0.019486271,0.028343667,0.028343667,0.0460584588,0.0212577502,0.0575730735,0.0159433127,0.00442869796,0.0221434898,0.0115146147
À±¼®ÁÖ,1,0,0,0.00333889816,0.00166944908,0,0.00333889816,0.020033389,0,0.00667779633,0,0.00333889816,0.148580968,0.130217028,0.606010017,0.0667779633,0.171953255,0.646076795,0.148580968,0.398998331,0.337228715,0.00166944908,0.00166944908,0.020033389,0.0317195326,0.0350584307,0.0267111853,0.0467445743,0.0283806344,0.0834724541,0.0300500835,0.00166944908,0.0100166945,0.00500834725
ÀÌ¿µÀç,1,0.00101694915,0.00237288136,0.0257627119,0.00813559322,0.00576271186,0.02,0.0277966102,0.0328813559,0.00508474576,0.00847457627,0.0176271186,0.201355932,0.11559322,0.273220339,0.150847458,0.0844067797,0.354915254,0.0915254237,0.184067797,0.314576271,0.06,0.00440677966,0.0149152542,0.0111864407,0.0257627119,0.00644067797,0.0257627119,0.0172881356,0.0850847458,0.0145762712,0.00440677966,0.00677966102,0.0162711864
ÇÑÂùÈñ,1,0,0,0.0124333925,0.00355239787,0.00177619893,0.0106571936,0.0053285968,0.00177619893,0,0,0.00177619893,0.145648313,0.103019538,0.312611012,0.081705151,0.0994671403,0.380106572,0.110124334,0.207815275,0.243339254,0.0053285968,0.00177619893,0.0177619893,0.0142095915,0.0373001776,0.0213143872,0.0230905861,0.0159857904,0.0710479574,0.0230905861,0.00355239787,0.0124333925,0.0053285968
±èÁöÇö,2,0.00201308505,0.00100654253,0.0181177655,0.00654252642,0.0145948666,0.00352289884,0.000503271263,0,0.000503271263,0.00805234021,0.00855561147,0.036235531,0.0996477101,0.114242577,0.115249119,0.0186210367,0.116255662,0.0171112229,0.0563663815,0.176648213,0.00704579768,0.0055359839,0.0306995471,0.064921993,0.0145948666,0.00855561147,0.00503271263,0.00754906895,0.0241570206,0.00704579768,0.0125817816,0.0110719678,0.0110719678
ÀÌÁ¤Çù,2,0.00255102041,0.000510204082,0.0153061224,0.00714285714,0.0112244898,0.00408163265,0,0,0.000510204082,0.00255102041,0.00357142857,0.0678571429,0.0984693878,0.111734694,0.112244898,0.0153061224,0.150510204,0.00969387755,0.0632653061,0.205102041,0.00765306122,0.00153061224,0.031122449,0.136734694,0.00357142857,0.00714285714,0.00663265306,0.00102040816,0.0387755102,0.00714285714,0.00816326531,0.012755102,0.0158163265
