¼±¼ö¸í,Æ÷Áö¼Ç,scoring,assist,shooting,shootontarget,insidepashoot,outsidepashoot,freekick,cornerkick,throwin,dribble,keypass,forwardpass,backpass,lateralpass,attackareapass,defensiveareapass,centerareapass,longpass,middistancepass,shortpass,cross,offpressure,groundduel,airduel,tackle,clearing,intercept,block,acquisition,block,miss,foul,fouled
ÀÌ°­Çö,0,0.00164880462,0.000824402308,0.00412201154,0.00164880462,0,0.00412201154,0.0131904369,0,0.000824402308,0.00247320692,0.00659521847,0.202802968,0.0741962077,0.277823578,0.0412201154,0.103874691,0.409727947,0.0741962077,0.197032152,0.283594394,0.00329760923,0.00164880462,0.0230832646,0.0395713108,0.0280296785,0.0379225062,0.0346248969,0.0247320692,0.077493817,0.0272052762,0.00247320692,0.0140148392,0.00659521847
±èµµÇõ,1,0.000803535556,0.00120530333,0.0132583367,0.00281237445,0.00843712334,0.00482121334,0.00723182001,0.00883889112,0.00321414223,0.00883889112,0.0128565689,0.0988348734,0.126958618,0.176376055,0.108879068,0.0510245078,0.24226597,0.0413820812,0.111691442,0.249096022,0.0269184411,0.00401767778,0.0389714745,0.0474085978,0.0249096022,0.01807955,0.0176777822,0.0132583367,0.0586580956,0.0277219767,0.0104459622,0.0132583367,0.0152671756
±èº¸¼·,1,0.00209643606,0.00167714885,0.0259958071,0.00922431866,0.0109014675,0.0150943396,0,0,0.0381551363,0.0234800839,0.00880503145,0.0918238994,0.0813417191,0.108595388,0.118658281,0.0377358491,0.125366876,0.0184486373,0.0675052411,0.195807128,0.0322851153,0.00251572327,0.0289308176,0.0327044025,0.0209643606,0.0192872117,0.015932914,0.0109014675,0.0448637317,0.0184486373,0.00964360587,0.0134171908,0.0134171908
±è¼º¹Î,1,0.00170357751,0,0.0102214651,0.00340715503,0.00340715503,0.00681431005,0.00511073254,0.00170357751,0.0868824532,0.0204429302,0.0102214651,0.114139693,0.073253833,0.165247019,0.0971039182,0.0596252129,0.195911414,0.0323679727,0.0817717206,0.238500852,0.0528109029,0.00170357751,0.0238500852,0.0238500852,0.00511073254,0.0289608177,0.0136286201,0.0170357751,0.0613287905,0.0119250426,0.00170357751,0.0187393526,0.0153321976
¹Î°æÇö,1,0.000489955904,0,0.00440960314,0.00146986771,0.00195982362,0.00244977952,0.00146986771,0.00146986771,0.0877021068,0.0137187653,0.00538951494,0.177853993,0.115629593,0.162175404,0.0989710926,0.122978932,0.233708966,0.0313571779,0.121509064,0.302792749,0.0259676629,0.00244977952,0.0279274865,0.0347868692,0.0318471338,0.0367466928,0.0465458109,0.0264576188,0.0553650171,0.0191082803,0.00587947085,0.0122488976,0.0112689858
¾Æ±æ¶ó¸£,1,0,0.00142180095,0.0142180095,0.00473933649,0.0028436019,0.0113744076,0.03507109,0.0289099526,0.00379146919,0.00995260664,0.0199052133,0.190047393,0.134123223,0.236492891,0.131753555,0.0630331754,0.365876777,0.0777251185,0.145023697,0.337914692,0.0507109005,0.00710900474,0.0274881517,0.0251184834,0.0322274882,0.00805687204,0.0180094787,0.0132701422,0.0654028436,0.0170616114,0.00805687204,0.0161137441,0.0279620853
±è¹Î¼®,2,0.0120481928,0.00401606426,0.0200803213,0.016064257,0.016064257,0.00401606426,0,0,0,0.0240963855,0.0120481928,0.0481927711,0.0401606426,0.0923694779,0.0722891566,0.0200803213,0.0883534137,0.00401606426,0.0361445783,0.140562249,0.0240963855,0,0.0240963855,0.0401606426,0.016064257,0.00803212851,0.016064257,0.00401606426,0.0763052209,0.0200803213,0.00803212851,0.00803212851,0.0120481928
Á¦¸£¼Ò,1,0.00281988016,0.00246739514,0.0222065562,0.0105745506,0.0158618259,0.00634473035,0.000352485019,0.000352485019,0.00422982023,0.0285512866,0.0116320056,0.0444131124,0.0588649982,0.0955234403,0.106097991,0.0112795206,0.0814240395,0.00810715545,0.0482904477,0.142403948,0.036658442,0.00810715545,0.0387733521,0.0239689813,0.0264363765,0.00317236517,0.0105745506,0.0123369757,0.054282693,0.0158618259,0.0126894607,0.0218540712,0.0200916461
ÀÌÅÂÈñ,1,0,0.00162601626,0.0113821138,0.00650406504,0.00975609756,0.00162601626,0.00162601626,0,0.104065041,0.0130081301,0.00487804878,0.191869919,0.0943089431,0.12195122,0.130081301,0.0731707317,0.204878049,0.0487804878,0.128455285,0.230894309,0.0471544715,0.00162601626,0.0227642276,0.0325203252,0.0260162602,0.0243902439,0.0162601626,0.0292682927,0.0504065041,0.0195121951,0.00975609756,0.00975609756,0.00162601626
±èÁÖ°ø,1,0.00325309044,0.00260247235,0.0234222511,0.00975927131,0.0188679245,0.00455432661,0.000650618087,0.00195185426,0.00260247235,0.00975927131,0.0143135979,0.0513988289,0.0754716981,0.128822381,0.130123617,0.0169160703,0.108653221,0.0182173064,0.059856864,0.177618738,0.0253741054,0.00585556278,0.0305790501,0.0474951204,0.0182173064,0.0052049447,0.0130123617,0.0136629798,0.0624593364,0.0104098894,0.00975927131,0.0104098894,0.0208197788
±è¹ü¼ö,1,0.00211864407,0,0.0169491525,0.0063559322,0.0169491525,0,0,0,0,0.0211864407,0.00423728814,0.0593220339,0.0508474576,0.0805084746,0.0868644068,0.0148305085,0.0889830508,0.0063559322,0.0529661017,0.131355932,0.0254237288,0,0.0487288136,0.0338983051,0.0529661017,0.00211864407,0.0063559322,0.0296610169,0.0529661017,0.0105932203,0.0211864407,0.031779661,0.00847457627
±¸º»Ã¶,1,0.00212494688,0.0016999575,0.0220994475,0.00892477688,0.0110497238,0.0110497238,0.0144496388,0.030599235,0.003399915,0.010199745,0.00892477688,0.0913727157,0.0679983,0.12239694,0.0888227794,0.0365490863,0.15639609,0.0242243944,0.0845728857,0.172970676,0.04759881,0.003399915,0.0378240544,0.0454738632,0.0348491288,0.0131746706,0.0191245219,0.0182745431,0.0569485763,0.0220994475,0.00722481938,0.0114747131,0.0157246069
¾È¿ë¿ì,1,0.00409836066,0.00409836066,0.00819672131,0.00614754098,0.00614754098,0.00204918033,0.00819672131,0.0143442623,0.0655737705,0.0143442623,0.0143442623,0.192622951,0.104508197,0.0983606557,0.135245902,0.0553278689,0.204918033,0.0368852459,0.145491803,0.213114754,0.102459016,0,0.0163934426,0.0245901639,0.0143442623,0.0225409836,0.0245901639,0.0143442623,0.0430327869,0.012295082,0,0.00614754098,0.00204918033
¾ÈÇö¹ü,0,0.000384319754,0,0.00807071483,0.00269023828,0.00576479631,0.00230591852,0.00153727902,0.000384319754,0.0895465027,0.0119139124,0.00883935434,0.117601845,0.170637971,0.164873174,0.180245965,0.0495772483,0.223289777,0.0269023828,0.111452729,0.314757879,0.0434281322,0.00115295926,0.0199846272,0.0269023828,0.0161414297,0.026518063,0.0176787087,0.0130668716,0.0465026902,0.0184473482,0.00807071483,0.00883935434,0.0111452729
¾ÈÅÂÇö,0,0,0.00314465409,0.00314465409,0,0,0.00314465409,0.00943396226,0,0.072327044,0.00314465409,0.00314465409,0.270440252,0.216981132,0.185534591,0.220125786,0.0817610063,0.371069182,0.0408805031,0.169811321,0.462264151,0.0628930818,0.0125786164,0.0440251572,0.0314465409,0.0314465409,0.0251572327,0.0283018868,0.034591195,0.0786163522,0.0440251572,0.0125786164,0.00628930818,0.00943396226
¹Ù·Î¿ì,1,0.0060296846,0.00278293135,0.0166975881,0.00974025974,0.0134508349,0.00324675325,0,0.000463821892,0.00278293135,0.0194805195,0.0134508349,0.064471243,0.073283859,0.0825602968,0.114100186,0.01716141,0.0890538033,0.00974025974,0.0551948052,0.155380334,0.043135436,0.00185528757,0.0292207792,0.0306122449,0.0148423006,0.00881261596,0.0060296846,0.0143784787,0.0449907236,0.0166975881,0.0125231911,0.0115955473,0.0134508349
ÇÏÃ¢·¡,0,0,0,0.0036407767,0.000606796117,0.00303398058,0.000606796117,0.0163834951,0,0.00182038835,0.00182038835,0.000606796117,0.263956311,0.057038835,0.283980583,0.0139563107,0.267597087,0.32342233,0.115898058,0.287621359,0.201456311,0.0072815534,0.00182038835,0.0266990291,0.0655339806,0.0236650485,0.0691747573,0.0515776699,0.0273058252,0.0412621359,0.0339805825,0.00242718447,0.010315534,0.00788834951
¿Ïµ¨¼Õ,0,0.00130208333,0.000651041667,0.017578125,0.00651041667,0.00716145833,0.0104166667,0.00260416667,0.00651041667,0.0520833333,0.017578125,0.0078125,0.158203125,0.147786458,0.220703125,0.169921875,0.08984375,0.266927083,0.044921875,0.155598958,0.326171875,0.0377604167,0.00325520833,0.029296875,0.02734375,0.037109375,0.0130208333,0.0279947917,0.0358072917,0.048828125,0.021484375,0.0104166667,0.017578125,0.0188802083
Á¶¿µ¿í,1,0.00202156334,0.00235849057,0.0289757412,0.00977088949,0.0229110512,0.00606469003,0.000336927224,0.00303234501,0.00673854447,0.0134770889,0.00808625337,0.0643530997,0.10916442,0.123652291,0.139487871,0.0181940701,0.139487871,0.0104447439,0.0741239892,0.212601078,0.022574124,0.00370619946,0.031671159,0.0340296496,0.0168463612,0.00774932615,0.0104447439,0.00640161725,0.0370619946,0.0148247978,0.00876010782,0.00808625337,0.0161725067
ÀåÈ£ÀÍ,0,0,0.00106269926,0.000531349628,0,0,0.000531349628,0.0095642933,0,0.0712008502,0.00743889479,0.00425079702,0.217321998,0.0834218916,0.164187035,0.0722635494,0.111052072,0.281615303,0.0568544102,0.158873539,0.249202976,0.0164718385,0.00212539851,0.0223166844,0.0340063762,0.0308182784,0.0568544102,0.0350690755,0.0324123273,0.0425079702,0.0281615303,0.0037194474,0.0164718385,0.0170031881
ÀÌÇÑµµ,0,0,0,0.00383141762,0,0.00191570881,0.00191570881,0.0162835249,0,0.000957854406,0,0.000957854406,0.205938697,0.0459770115,0.19348659,0.0134099617,0.153256705,0.278735632,0.0593869732,0.215517241,0.170498084,0.000957854406,0,0.025862069,0.0785440613,0.00957854406,0.0833333333,0.0478927203,0.0210727969,0.0296934866,0.0344827586,0,0.00574712644,0.0134099617
ÀÌ±âÁ¦,0,0.000324780773,0.00454693082,0.00617083469,0.00194868464,0.000974342319,0.00519649237,0.0354011043,0.0389736928,0.0746995778,0.00259824618,0.0191620656,0.163039948,0.13023709,0.157193894,0.0935368626,0.0922377395,0.26469633,0.0561870737,0.145177006,0.249106853,0.0893147126,0.00162390386,0.0149399156,0.0237089964,0.014290354,0.0344267619,0.0240337772,0.0152646963,0.0379993504,0.0149399156,0.00324780773,0.00617083469,0.00487171159
¾ç»ó¹Î,0,0,0,0,0,0,0,0.0062305296,0,0,0.0031152648,0,0.130841121,0.0249221184,0.158878505,0.015576324,0.0778816199,0.221183801,0.0965732087,0.130841121,0.0872274143,0.0031152648,0,0.0342679128,0.0529595016,0.0280373832,0.0654205607,0.0218068536,0.0249221184,0.031152648,0.0560747664,0.0062305296,0.0249221184,0.0031152648
¹ÚÇüÁø,0,0.00179533214,0,0.00359066427,0.00179533214,0,0.00359066427,0.0143626571,0.0197486535,0.0377019749,0.00897666068,0.00538599641,0.195691203,0.113105925,0.161579892,0.0718132855,0.0718132855,0.326750449,0.0448833034,0.197486535,0.228007181,0.039497307,0.00718132855,0.0197486535,0.0197486535,0.0215439856,0.0143626571,0.0305206463,0.026929982,0.0700179533,0.0179533214,0.00179533214,0.0107719928,0.0161579892
¹Ú´ë¿ø,0,0,0,0.00418410042,0,0.00278940028,0.00139470014,0.00557880056,0,0.040446304,0.00139470014,0.00278940028,0.172942817,0.0906555091,0.138075314,0.0683403068,0.0934449093,0.239888424,0.0460251046,0.165969317,0.189679219,0.00836820084,0.00139470014,0.0167364017,0.0446304045,0.0139470014,0.0641562064,0.0237099024,0.019525802,0.0376569038,0.0446304045,0.00418410042,0.0139470014,0.00418410042
°­À±¼º,0,0,0.000405515004,0.00405515004,0.00162206002,0.00162206002,0.00243309002,0.00648824006,0.000405515004,0.0847526358,0.00608272506,0.00770478508,0.200729927,0.158150852,0.226682887,0.158556367,0.136253041,0.290754258,0.0417680454,0.192214112,0.351581509,0.0389294404,0.00202757502,0.0223033252,0.0251419303,0.0227088402,0.0283860503,0.0369018654,0.0218978102,0.0551500406,0.0235198702,0.00608272506,0.00892133009,0.0101378751
³ª»óÈ£,1,0.00308047747,0.00154023874,0.0188679245,0.00770119369,0.0115517905,0.007316134,0.00423565653,0.0265691182,0.0211782826,0.0192529842,0.0150173277,0.0912591452,0.174046977,0.144782441,0.191759723,0.0238737004,0.194455141,0.0138621486,0.118983442,0.277242973,0.0627647285,0.00423565653,0.0238737004,0.0204081633,0.0115517905,0.00346553716,0.00616095495,0.00885637274,0.0465922218,0.014632268,0.00885637274,0.00885637274,0.0180978052
°­¼ºÁø,1,0.000549148819,0.00219659528,0.0142778693,0.00494233937,0.00768808347,0.00658978583,0.00109829764,0.00878638111,0.00494233937,0.0219659528,0.0115321252,0.102690829,0.141680395,0.151565074,0.18616145,0.0280065898,0.181768259,0.0153761669,0.129599121,0.25096101,0.0351455244,0.0027457441,0.0170236134,0.0186710599,0.0148270181,0.00439319055,0.0104338276,0.00823723229,0.0450302032,0.0104338276,0.0115321252,0.00439319055,0.0115321252
Áö¾ðÇÐ,0,0,0,0.0158730159,0.00793650794,0.00793650794,0.00793650794,0,0,0.00793650794,0.0238095238,0.00793650794,0.103174603,0.126984127,0.0793650794,0.142857143,0.0476190476,0.119047619,0.00793650794,0.0634920635,0.238095238,0.0158730159,0,0.0714285714,0.0238095238,0.0317460317,0.00793650794,0.0317460317,0.0158730159,0.0555555556,0.0396825397,0.0317460317,0.00793650794,0
°í±¤¹Î,0,0.00257731959,0,0.00773195876,0.00257731959,0.00773195876,0,0.00257731959,0,0.113402062,0.00515463918,0.00257731959,0.195876289,0.134020619,0.208762887,0.115979381,0.128865979,0.293814433,0.0463917526,0.177835052,0.31443299,0.00773195876,0,0.0103092784,0.0335051546,0.00773195876,0.0309278351,0.0309278351,0.0154639175,0.0360824742,0.0257731959,0.00773195876,0.0180412371,0.0103092784
°í½Â¹ü,1,0,0.00105540897,0.018469657,0.00580474934,0.00791556728,0.0105540897,0.0100263852,0.0253298153,0.00897097625,0.00791556728,0.0105540897,0.182058047,0.191029024,0.274406332,0.189973615,0.073878628,0.383641161,0.0453825858,0.188390501,0.413720317,0.0427440633,0.00263852243,0.0390501319,0.0237467018,0.036939314,0.0126649077,0.0216358839,0.0189973615,0.0796833773,0.0147757256,0.00897097625,0.00686015831,0.0100263852
±ÇÃ¢ÈÆ,1,0,0.001017294,0.024923703,0.00813835198,0.014242116,0.010681587,0.00254323499,0.00508646999,0.00559511699,0.011698881,0.00864699898,0.138351984,0.112410987,0.174974568,0.159715158,0.0467955239,0.219226857,0.0335707019,0.119023398,0.273143438,0.016785351,0.00508646999,0.021363174,0.024923703,0.024923703,0.00508646999,0.011698881,0.015768057,0.0656154629,0.01525941,0.011698881,0.012716175,0.011190234
±Ç¼ºÀ±,0,0,0,0,0,0,0,0.00697674419,0.00930232558,0.0348837209,0.011627907,0.00465116279,0.130232558,0.255813953,0.144186047,0.255813953,0.0465116279,0.227906977,0.0139534884,0.16744186,0.348837209,0.0302325581,0,0.0325581395,0.0209302326,0.0162790698,0.00930232558,0.0139534884,0.0139534884,0.0441860465,0.011627907,0.00697674419,0.00930232558,0.011627907
±è°æ¹Î,1,0.00652985075,0.00186567164,0.026119403,0.0130597015,0.0223880597,0.00373134328,0,0,0.000932835821,0.0335820896,0.00559701493,0.0354477612,0.0792910448,0.0839552239,0.0904850746,0.0205223881,0.0876865672,0.00373134328,0.0531716418,0.141791045,0.015858209,0.00932835821,0.0354477612,0.0345149254,0.0121268657,0.00652985075,0.00652985075,0.00746268657,0.0382462687,0.0130597015,0.0149253731,0.0149253731,0.00559701493
¾ö¿ø»ó,1,0.0051129101,0.00255645505,0.0208777162,0.0110779719,0.0174691095,0.00340860673,0,0,0.00127822752,0.0191734129,0.0140605028,0.0651896037,0.115040477,0.0950149127,0.148700469,0.0272688539,0.0992756711,0.00639113762,0.0660417554,0.202812101,0.0285470814,0.00170430337,0.0302513847,0.0319556881,0.0264167022,0.00639113762,0.0127822752,0.0149126545,0.0477204942,0.0221559438,0.00894759267,0.00724328931,0.0157648061
¾Æ¸¶³ë ÁØ,1,0.00409463148,0.000454959054,0.0286624204,0.0113739763,0.0159235669,0.0127388535,0.0181983621,0.042311192,0.00318471338,0.0209281165,0.0100090992,0.121474067,0.111919927,0.171064604,0.18289354,0.0232029117,0.198362147,0.0277525023,0.0950864422,0.281619654,0.0732484076,0.00682438581,0.0222929936,0.0222929936,0.0204731574,0.0059144677,0.00909918107,0.0159235669,0.0486806187,0.0195632393,0.00909918107,0.0141037307,0.0268425842
¹ÙÄÚ,1,0.00266400266,0.000333000333,0.0293040293,0.00899100899,0.0206460206,0.00865800866,0.00166500167,0.000333000333,0.00133200133,0.017982018,0.00899100899,0.0972360972,0.142191142,0.202464202,0.194472194,0.0256410256,0.221778222,0.0276390276,0.102231102,0.312021312,0.0126540127,0.0203130203,0.030969031,0.017982018,0.016983017,0.00366300366,0.0116550117,0.00965700966,0.0482850483,0.0116550117,0.0113220113,0.00432900433,0.0116550117
±èÁø¾ß,0,0.00043421624,0.00043421624,0.00694745983,0.00303951368,0.00477637864,0.0021710812,0.00347372992,0,0.0785931394,0.0121580547,0.00694745983,0.179765523,0.137212332,0.20668693,0.16630482,0.0855405992,0.271819366,0.0225792445,0.154580981,0.346504559,0.0208423795,0.000868432479,0.0269214069,0.0247503257,0.0134607034,0.0316977855,0.0334346505,0.0256187581,0.0390794616,0.0195397308,0.00911854103,0.00781589231,0.00694745983
¹Úµ¿Áø,0,0.00243902439,0,0.0268292683,0.00569105691,0.0227642276,0.00406504065,0.00162601626,0,0.00406504065,0.0154471545,0.00487804878,0.043902439,0.0471544715,0.0780487805,0.0699186992,0.012195122,0.0869918699,0.0146341463,0.0463414634,0.108130081,0.0105691057,0,0.0471544715,0.0699186992,0.00894308943,0.00894308943,0.0105691057,0.0081300813,0.0154471545,0.00731707317,0.0113821138,0.0170731707,0.0162601626
À±ÀÏ·Ï,0,0.00141843972,0.00141843972,0.019858156,0.00567375887,0.00709219858,0.0127659574,0.00283687943,0.00141843972,0.0212765957,0.0156028369,0.00425531915,0.0879432624,0.130496454,0.157446809,0.131914894,0.0567375887,0.187234043,0.0269503546,0.119148936,0.229787234,0.0368794326,0.00425531915,0.0241134752,0.0354609929,0.029787234,0.0113475177,0.0283687943,0.0283687943,0.0666666667,0.0127659574,0.0127659574,0.00992907801,0.0141843972
¿øµÎÀç,0,0,0,0.00484094053,0.00138312586,0.00276625173,0.0020746888,0.0138312586,0,0,0.000691562932,0.00138312586,0.348547718,0.119640387,0.502766252,0.071922545,0.215767635,0.683264177,0.156293223,0.37275242,0.441908714,0.00138312586,0.00345781466,0.020055325,0.0504840941,0.0345781466,0.0414937759,0.0463347165,0.0262793914,0.0567081604,0.0228215768,0.00345781466,0.00899031812,0.00968188105
¿ÀÀÎÇ¥,0,0,0,0.00735294118,0,0.00735294118,0,0.00735294118,0,0.161764706,0,0,0.176470588,0.279411765,0.139705882,0.154411765,0.0955882353,0.345588235,0.0294117647,0.176470588,0.389705882,0,0.00735294118,0.0294117647,0.0220588235,0.0147058824,0.0220588235,0.0220588235,0.0147058824,0.0220588235,0.00735294118,0.00735294118,0.0147058824,0.0147058824
¿À½º¸¶¸£,0,0.000467726848,0,0.00233863424,0.000467726848,0.00187090739,0.000467726848,0.027595884,0,0.00280636109,0.000467726848,0.00374181478,0.514031805,0.082787652,0.472871843,0.0416276894,0.346585594,0.681478017,0.118802619,0.499064546,0.451824135,0.00420954163,0.00374181478,0.0261927035,0.0757717493,0.0159027128,0.0724976614,0.0832553789,0.0257249766,0.0579981291,0.0383536015,0.00327408793,0.0102899906,0.00140318054
¹Ú¿ë¿ì,0,0,0,0.00793335978,0.00238000793,0.00555335184,0.00238000793,0.0111067037,0.000396667989,0.0035700119,0.0035700119,0.00396667989,0.286790956,0.124157081,0.439111464,0.101943673,0.163030543,0.585085284,0.114637049,0.299484332,0.43593812,0.00277667592,0.00595001983,0.0210234034,0.069813566,0.0249900833,0.0511701706,0.0642602142,0.0170567235,0.0662435541,0.0325267751,0.00396667989,0.00952003173,0.00912336374
°­Çö¹¬,1,0,0.00306278714,0.00995405819,0.00229709035,0.00535987749,0.0045941807,0.00306278714,0,0.00229709035,0.00765696784,0.0153139357,0.119448698,0.0941807044,0.0918836141,0.104900459,0.0344563553,0.166156202,0.0153139357,0.0857580398,0.204441041,0.010719755,0.0045941807,0.0206738132,0.0405819296,0.0367534456,0.00842266462,0.0191424196,0.0237366003,0.0666156202,0.0206738132,0.00765696784,0.0168453292,0.010719755
¹®¼±¹Î,1,0.001001001,0.002002002,0.021021021,0.01001001,0.015015015,0.00600600601,0,0,0.002002002,0.029029029,0.00700700701,0.0520520521,0.0810810811,0.101101101,0.126126126,0.00800800801,0.1001001,0.014014014,0.048048048,0.172172172,0.027027027,0.00800800801,0.036036036,0.025025025,0.021021021,0.00500500501,0.011011011,0.00800800801,0.045045045,0.01001001,0.012012012,0.012012012,0.016016016
·ù½Â¿ì,1,0.00122100122,0,0.0164835165,0.00671550672,0.00793650794,0.00854700855,0.000610500611,0,0.00183150183,0.00732600733,0.00244200244,0.0811965812,0.072039072,0.0787545788,0.0732600733,0.0274725275,0.131257631,0.0183150183,0.0628815629,0.150793651,0.0189255189,0.00244200244,0.0158730159,0.0311355311,0.0378510379,0.0128205128,0.0115995116,0.0158730159,0.0476190476,0.0170940171,0.0134310134,0.0170940171,0.0152625153
ÆÈ·Î¼¼ºñÄ¡,1,0.00182016746,0.000728066982,0.0203858755,0.00655260284,0.00946487077,0.0109210047,0.0145613396,0.0156534401,0.00910083728,0.00655260284,0.0127411722,0.176920277,0.151073899,0.226792865,0.161994904,0.0440480524,0.348744084,0.0546050237,0.218784128,0.281397889,0.0458682199,0.00728066982,0.0178376411,0.020749909,0.0280305788,0.00837277029,0.018565708,0.0101929378,0.0753549327,0.0178376411,0.00691663633,0.0116490717,0.0156534401
½Éµ¿¿î,1,0.00124378109,0.00124378109,0.00995024876,0.00497512438,0.00746268657,0.00248756219,0.00248756219,0.00124378109,0,0.00746268657,0.00870646766,0.039800995,0.0584577114,0.0845771144,0.065920398,0.0174129353,0.0995024876,0.00995024876,0.0485074627,0.124378109,0.0124378109,0.00124378109,0.0335820896,0.0223880597,0.0149253731,0.00497512438,0.00746268657,0.00870646766,0.0248756219,0.0161691542,0.00746268657,0.00497512438,0.0111940299
ÀÌ½Â¿ì,1,0.00509461426,0.00109170306,0.0232896652,0.00800582242,0.0120087336,0.0112809316,0.00327510917,0,0.00145560408,0.018558952,0.0138282387,0.0855167394,0.0938864629,0.120451237,0.118995633,0.0287481805,0.152110626,0.0283842795,0.0836972344,0.187772926,0.018922853,0.0076419214,0.0218340611,0.0280203785,0.0240174672,0.00691411936,0.0123726346,0.0109170306,0.0538573508,0.00982532751,0.00946142649,0.0181950509,0.0243813683
¸¶³ªºÎ,1,0.00124223602,0.00372670807,0.0211180124,0.00621118012,0.0161490683,0.0049689441,0.00124223602,0.00124223602,0.00869565217,0.0186335404,0.00869565217,0.0869565217,0.052173913,0.0931677019,0.0944099379,0.0273291925,0.110559006,0.0124223602,0.0583850932,0.161490683,0.0273291925,0.00124223602,0.0198757764,0.0211180124,0.0285714286,0.00124223602,0.0099378882,0.00869565217,0.0571428571,0.0099378882,0.0049689441,0.0124223602,0.0111801242
½ÅÀç¿ø,0,0,0,0.00740740741,0,0.0037037037,0.0037037037,0.00740740741,0,0.0444444444,0.0222222222,0,0.177777778,0.0888888889,0.137037037,0.0666666667,0.155555556,0.181481481,0.062962963,0.192592593,0.148148148,0.0518518519,0.00740740741,0.0148148148,0.0333333333,0.0296296296,0.0518518519,0.0222222222,0.0259259259,0.0518518519,0.0592592593,0,0.0148148148,0.0111111111
½Å¼¼°è,0,0,0.000459136823,0.00321395776,0,0,0.00321395776,0.0101010101,0,0.0353535354,0.00137741047,0.00229568411,0.133608815,0.04912764,0.172635445,0.0289256198,0.112947658,0.213498623,0.0918273646,0.140495868,0.123048669,0.0059687787,0.000918273646,0.0275482094,0.0339761249,0.020661157,0.04912764,0.0371900826,0.0188246097,0.0321395776,0.0192837466,0.00275482094,0.00826446281,0.00367309458
¹Ú¹Î±Ô,0,0.000316455696,0.000316455696,0.00443037975,0.000632911392,0.00284810127,0.00158227848,0.00696202532,0.00348101266,0.0778481013,0.00917721519,0.00727848101,0.166772152,0.103164557,0.122151899,0.0908227848,0.0800632911,0.221202532,0.0351265823,0.126898734,0.230063291,0.0246835443,0.00221518987,0.0243670886,0.0294303797,0.0174050633,0.0408227848,0.0306962025,0.0268987342,0.0417721519,0.0278481013,0.00569620253,0.00443037975,0.0170886076
±è»ó¿ø,0,0,0,0.00751879699,0,0.00250626566,0.00501253133,0.00501253133,0,0.0827067669,0.0125313283,0.00250626566,0.268170426,0.100250627,0.125313283,0.0827067669,0.137844612,0.273182957,0.0601503759,0.140350877,0.293233083,0.0100250627,0.00501253133,0.0275689223,0.0200501253,0.015037594,0.0426065163,0.0401002506,0.0125313283,0.0576441103,0.045112782,0.00250626566,0.0125313283,0.0100250627
ÀåÀç¿õ,1,0,0.00549450549,0.0164835165,0,0.00549450549,0.010989011,0,0,0,0.00549450549,0.0164835165,0.0274725275,0.0824175824,0.0934065934,0.0879120879,0,0.115384615,0.00549450549,0.043956044,0.153846154,0.00549450549,0.00549450549,0.010989011,0.0769230769,0.0274725275,0.00549450549,0.0164835165,0.010989011,0.043956044,0.00549450549,0.010989011,0.032967033,0.0274725275
Á¤½Â¿ø,1,0,0.000404040404,0.0105050505,0.00242424242,0.00484848485,0.00565656566,0.00565656566,0,0.0096969697,0.0145454545,0.00565656566,0.128080808,0.0638383838,0.135757576,0.0852525253,0.0484848485,0.193939394,0.0383838384,0.101818182,0.187474747,0.0266666667,0.00121212121,0.0266666667,0.0202020202,0.0185858586,0.0121212121,0.0294949495,0.00929292929,0.0775757576,0.021010101,0.00767676768,0.00606060606,0.0145454545
¹Ú½Â¿í,0,0,0.000777604977,0.00194401244,0.000388802488,0.00116640747,0.000777604977,0.0112752722,0,0.0462674961,0.00233281493,0.00466562986,0.237169518,0.100311042,0.24533437,0.0804821151,0.190902022,0.311430793,0.0746500778,0.221228616,0.286936236,0.0101088647,0.00311041991,0.0396578538,0.0451010886,0.0303265941,0.0528771384,0.0423794712,0.0346034215,0.0431570762,0.0338258165,0.00194401244,0.0101088647,0.00933125972
±è°Ç¿õ,0,0.00061633282,0.00061633282,0.00677966102,0.00154083205,0.00338983051,0.00338983051,0.0197226502,0,0.00030816641,0.00030816641,0.0030816641,0.160862866,0.0508474576,0.234514638,0.0298921418,0.140215716,0.276117103,0.0810477658,0.176579353,0.188597843,0.0030816641,0.00154083205,0.0283513097,0.0366718028,0.02403698,0.054853621,0.0409861325,0.0237288136,0.0453004622,0.0243451464,0.0030816641,0.00986132512,0.00523882897
ÀüÁø¿ì,1,0.00338218715,0.00169109357,0.0259301015,0.0101465614,0.0163472379,0.00958286359,0.00112739572,0,0.00112739572,0.0135287486,0.00789177001,0.0597519729,0.0777903044,0.106538895,0.0907553551,0.019729425,0.133596392,0.0163472379,0.0614430665,0.166290868,0.0169109357,0.00507328072,0.0191657272,0.0456595265,0.02367531,0.0101465614,0.00901916573,0.00958286359,0.0411499436,0.0129650507,0.0140924464,0.0129650507,0.0270574972
ÀÌÀç¿ø,1,0,0,0.00854700855,0.000777000777,0.00388500389,0.00466200466,0.00155400155,0,0.00310800311,0.00621600622,0.00466200466,0.118881119,0.0963480963,0.114996115,0.0637140637,0.0707070707,0.195804196,0.0318570319,0.107226107,0.191142191,0.00466200466,0.00777000777,0.0248640249,0.0240870241,0.0326340326,0.027972028,0.0341880342,0.0186480186,0.0846930847,0.0372960373,0.00466200466,0.0116550117,0.0132090132
